hosp_id,hospital_name,address,city,state,zip_code,county_name,Country,phone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_meaningful_use_of_ehrs,provider_id
1530,RICHMOND STATE HOSPITAL,498 NW 18TH ST,RICHMOND,IN,47374,WAYNE,USA,(765) 966-0511,Psychiatric,Proprietary,TRUE,FALSE,154018
1531,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,830 COUNTY ROAD,POCASSET,MA,2559,BARNSTABLE,USA,(508) 563-2276,Psychiatric,Government - State,FALSE,FALSE,224031
1532,LOST RIVERS MEDICAL CENTER,551 HIGHLAND DRIVE,ARCO,ID,83213,BUTTE,USA,(208) 252-7654,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,131324
1533,HOUSTON COUNTY COMMUNITY HOSPITAL,5001 EAST MAIN STREET,ERIN,TN,37061,HOUSTON,USA,(931) 289-4211,Critical Access Hospitals,Government - Local,TRUE,FALSE,441322
1534,CHRISTUS MOTHER FRANCES HOSPITAL,800 EAST DAWSON,TYLER,TX,75701,SMITH,USA,(903) 593-8441,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,450102
1535,CONWAY BEHAVIORAL HEALTH,2255 STURGIS ROAD,CONWAY,AR,72034,FAULKNER,USA,(501) 205-0011,Psychiatric,Proprietary,FALSE,FALSE,44022
1536,WADLEY REGIONAL MEDICAL CENTER AT HOPE,2001 SOUTH MAIN,HOPE,AR,71801,HEMPSTEAD,USA,(870) 722-3800,Acute Care Hospitals,Proprietary,TRUE,TRUE,40153
1537,COLISEUM MEDICAL CENTERS,350 HOSPITAL DRIVE,MACON,GA,31217,BIBB,USA,(478) 765-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,110164
1538,BAYFRONT HEALTH PUNTA GORDA,809 E MARION AVE,PUNTA GORDA,FL,33950,CHARLOTTE,USA,(941) 639-3131,Acute Care Hospitals,Proprietary,TRUE,TRUE,100047
1539,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,CA,91786,SAN BERNARDINO,USA,(714) 985-2811,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,50099
1540,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,MARION,VA,24354,SMYTH,USA,(276) 378-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,490038
1541,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,18600 NORTH HARDY OAK BLVD,SAN ANTONIO,TX,78258,BEXAR,USA,(210) 404-0800,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,450856
1542,HARRISON COUNTY HOSPITAL,1141 HOSPITAL DR NW,CORYDON,IN,47112,HARRISON,USA,(812) 738-4251,Critical Access Hospitals,Government - Local,TRUE,TRUE,151331
1543,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,11650 WEST 2ND PLACE,LAKEWOOD,CO,80228,JEFFERSON,USA,(720) 321-5000,Acute Care Hospitals,Proprietary,TRUE,FALSE,60124
1544,PROVIDENCE HOLY FAMILY HOSPITAL,5633 NORTH LIDGERWOOD,SPOKANE,WA,99208,SPOKANE,USA,(509) 482-2450,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,500077
1545,SEATTLE CHILDREN'S HOSPITAL,"4800 SAND POINT WAY NE, PO BOX C-5371",SEATTLE,WA,98105,KING,USA,(206) 987-2000,Childrens,Voluntary non-profit - Private,TRUE,FALSE,503300
1546,JEFF DAVIS HOSPITAL,163 SOUTH TALLAHASSEE STREET,HAZLEHURST,GA,31539,JEFF DAVIS,USA,(912) 375-7781,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,111333
1547,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36305,HOUSTON,USA,(334) 793-5000,Acute Care Hospitals,Proprietary,TRUE,TRUE,10055
1548,MERCYONE OELWEIN MEDICAL CENTER,201 EIGHTH AVENUE SE,OELWEIN,IA,50662,FAYETTE,USA,(319) 283-6000,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,161338
1549,CHARLES A DEAN MEMORIAL HOSPITAL,PO BOX 1129,GREENVILLE,ME,4441,PISCATAQUIS,USA,(207) 695-5200,Critical Access Hospitals,Voluntary non-profit - Private,FALSE,TRUE,201301
1550,ATHENS LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,AL,35611,LIMESTONE,USA,(256) 233-9292,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,10079
1551,KAHI MOHALA,91-2301 FORT WEAVER ROAD,EWA BEACH,HI,96706,HONOLULU,USA,(808) 671-8511,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,124001
1552,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,USA,(714) 619-7700,Acute Care Hospitals,Proprietary,FALSE,TRUE,50780
1553,STEPHENS MEMORIAL HOSPITAL,181 MAIN STREET,NORWAY,ME,4268,OXFORD,USA,(207) 743-5933,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,201315
1554,ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,MARICOPA,USA,(623) 561-1000,Acute Care Hospitals,Proprietary,TRUE,TRUE,30094
1555,STAR VALLEY MEDICAL CENTER,901 ADAMS STREET,AFTON,WY,83110,LINCOLN,USA,(307) 885-5800,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,531313
1556,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,HUDSON,USA,(201) 854-5000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,310003
1557,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,2015 JACKSON ST,ANDERSON,IN,46016,MADISON,USA,(765) 646-8373,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,150088
1558,BOWDLE HOSPITAL - CAH,8001 W 5TH  POST OFFICE BOX 556,BOWDLE,SD,57428,EDMUNDS,USA,(605) 285-6146,Critical Access Hospitals,Government - Local,TRUE,TRUE,431318
1559,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",1400 W 4TH ST,COFFEYVILLE,KS,67337,MONTGOMERY,USA,(620) 251-1200,Acute Care Hospitals,Government - Local,TRUE,TRUE,170145
1560,ALFRED I DUPONT HOSPITAL FOR CHILDREN,1600 ROCKLAND RD PO BOX 269,WILMINGTON,DE,19899,NEW CASTLE,USA,(302) 651-4000,Childrens,Voluntary non-profit - Private,TRUE,FALSE,83300
1561,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,LOS ANGELES,USA,(626) 851-1011,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,TRUE,50723
1562,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,CRESCO,IA,52136,HOWARD,USA,(563) 547-2101,Critical Access Hospitals,Government - Local,TRUE,TRUE,161328
1563,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,STANISLAUS,USA,(209) 667-4200,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,50179
1564,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,46202,MARION,USA,(317) 962-5900,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,150056
1565,GLENBEIGH HEALTH SOURCES,2863 STATE ROUTE 45,ROCK CREEK,OH,44084,ASHTABULA,USA,(440) 563-3400,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,FALSE,360245
1566,ARKANSAS STATE HOSPITAL,305 S PALM STREET,LITTLE ROCK,AR,72205,PULASKI,USA,(501) 686-9000,Psychiatric,Government - State,FALSE,FALSE,44011
1567,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,USA,(205) 877-1000,Acute Care Hospitals,Proprietary,TRUE,TRUE,10139
1568,SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,1102 W MACARTHUR,SHAWNEE,OK,74804,POTTAWATOMIE,USA,(405) 878-8110,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,370149
1569,HENDERSON HOSPITAL,1050 WEST GALLERIA DRIVE,HENDERSON,NV,89011,CLARK,USA,(318) 290-4395,Acute Care Hospitals,Proprietary,TRUE,TRUE,290057
1570,INDIAN PATH COMMUNITY HOSPITAL,2000 BROOKSIDE DR,KINGSPORT,TN,37660,SULLIVAN,USA,(423) 431-1941,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,440176
1571,HOSPITAL MENONITA DE CAYEY,BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14,CAYEY,PR,737,CAYEY,USA,(787) 535-1001,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,400013
1572,HILLCREST HOSPITAL HENRYETTA,2401 W MAIN,HENRYETTA,OK,74437,OKMULGEE,USA,(918) 650-1511,Acute Care Hospitals,Proprietary,TRUE,TRUE,370183
1573,COVENANT HOSPITAL PLAINVIEW,2601 DIMMITT RD,PLAINVIEW,TX,79072,HALE,USA,(806) 296-5531,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,450539
1574,LEHIGH VALLEY HOSPITAL - HAZLETON,700 EAST BROAD STREET,HAZLETON,PA,18201,LUZERNE,USA,(570) 501-4000,Acute Care Hospitals,Government - Local,TRUE,TRUE,390185
1575,HOSPITAL METROPOLITANO DE LA MONTANA,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,BDA NUEVA,PR,641,UTUADO,USA,(787) 933-1100,Acute Care Hospitals,Proprietary,TRUE,TRUE,400130
1576,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,PORTERVILLE,CA,93257,TULARE,USA,(559) 784-1110,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,50261
1577,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,USA,(212) 263-7300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,330214
1578,EAST ORANGE GENERAL HOSPITAL,300 CENTRAL AVE,EAST ORANGE,NJ,7018,ESSEX,USA,(973) 266-4401,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,310083
1579,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,KINGS,USA,(718) 245-3901,Acute Care Hospitals,Government - Local,TRUE,TRUE,330202
1580,LITTLE COLORADO MEDICAL CENTER,1501 NORTH WILLIAMSON AVENUE,WINSLOW,AZ,86047,NAVAJO,USA,(928) 289-4691,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,31311
1581,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,ORANGE,USA,(714) 774-1450,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,50226
1582,DENVER HEALTH MEDICAL CENTER,777 BANNOCK ST,DENVER,CO,80204,DENVER,USA,(303) 602-4930,Acute Care Hospitals,Government - State,TRUE,FALSE,60011
1583,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBORO,NC,28659,WILKES,USA,(336) 651-8100,Acute Care Hospitals,Government - Local,TRUE,TRUE,340064
1584,MCLEOD HEALTH CLARENDON,10 EAST HOSPITAL STREET,MANNING,SC,29102,CLARENDON,USA,(803) 435-8463,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,420109
1585,GRANDE RONDE HOSPITAL,900 SUNSET DRIVE,LA GRANDE,OR,97850,UNION,USA,(541) 963-8421,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,381321
1586,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,LAKEPORT,CA,95453,LAKE,USA,(707) 262-5000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,51329
1587,BOX BUTTE GENERAL HOSPITAL,"P O BOX 810, 2101 BOX BUTTE AVE",ALLIANCE,NE,69301,BOX BUTTE,USA,(308) 762-6660,Critical Access Hospitals,Government - Local,TRUE,TRUE,281360
1588,SUN BEHAVIORAL HOUSTON,7601 FANNIN STREET,HOUSTON,TX,77054,HARRIS,USA,(713) 795-5025,Psychiatric,Proprietary,TRUE,FALSE,454139
1589,MEMORIAL MEDICAL CENTER LIVINGSTON,1717 HWY 59 BYPASS,LIVINGSTON,TX,77351,POLK,USA,(936) 327-4381,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,450395
1590,MERIT HEALTH WESLEY,5001 W HARDY ST,HATTIESBURG,MS,39402,LAMAR,USA,(601) 268-8000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,250094
1591,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,USA,(718) 262-6000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,330014
1592,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,SAN BERNARDINO,USA,(760) 366-3711,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,FALSE,50279
1593,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE,TX,76033,JOHNSON,USA,(817) 641-2551,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,450148
1594,DR DAN C TRIGG MEMORIAL HOSPITAL,301 EAST MIEL DE LUNA AVENUE,TUCUMCARI,NM,88401,QUAY,USA,(575) 461-7007,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,321302
1595,CHILDRESS REGIONAL MEDICAL CENTER,HWY 83 NORTH,CHILDRESS,TX,79201,CHILDRESS,USA,(940) 937-6371,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,450369
1596,SISTERSVILLE GENERAL HOSPITAL,314 SOUTH WELLS STREET,SISTERSVILLE,WV,26175,TYLER,USA,(304) 652-2611,Critical Access Hospitals,Government - Local,TRUE,FALSE,511304
1597,PHILLIPS COUNTY HEALTH SYSTEMS,1150 STATE STREET,PHILLIPSBURG,KS,67661,PHILLIPS,USA,(785) 543-5226,Critical Access Hospitals,Government - Local,TRUE,TRUE,171353
1598,OZARK HEALTH,2500 HIGHWAY 65 SOUTH,CLINTON,AR,72031,VAN BUREN,USA,(501) 745-7000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,41313
1599,BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,37804,BLOUNT,USA,(865) 983-7211,Acute Care Hospitals,Government - Local,TRUE,FALSE,440011
1600,MIDSTATE MEDICAL CENTER,435 LEWIS AVENUE,MERIDEN,CT,6450,NEW HAVEN,USA,(203) 694-8200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,70017
1601,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,USA,(256) 494-4000,Acute Care Hospitals,Proprietary,TRUE,TRUE,10040
1602,SHARE MEDICAL CENTER,800 SHARE DRIVE,ALVA,OK,73717,WOODS,USA,(580) 327-2800,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,371341
1603,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,JOHNSON,USA,(319) 356-1616,Acute Care Hospitals,Government - State,TRUE,TRUE,160058
1604,NORTHERN LIGHT ACADIA HOSPITAL,268 STILLWATER AVE,BANGOR,ME,4401,PENOBSCOT,USA,(207) 973-6100,Psychiatric,Voluntary non-profit - Private,FALSE,FALSE,204006
1605,ADVOCATE SOUTH SUBURBAN HOSPITAL,17800 S KEDZIE AVE,HAZEL CREST,IL,60429,COOK,USA,(708) 799-8000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,140250
1606,ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,MARICOPA,USA,(602) 251-8156,Acute Care Hospitals,Proprietary,TRUE,TRUE,30037
1607,HEART HOSPITAL OF LAFAYETTE,1105 KALISTE SALOOM ROAD,LAFAYETTE,LA,70508,LAFAYETTE,USA,(337) 521-1000,Acute Care Hospitals,Proprietary,TRUE,TRUE,190263
1608,"CORE INSTITUTE SPECIALTY HOSPITAL, THE",6501 NORTH 19TH AVENUE,PHOENIX,AZ,85015,MARICOPA,USA,(602) 795-6020,Acute Care Hospitals,Physician,FALSE,TRUE,30108
1609,SUMMERSVILLE REGIONAL MEDICAL CENTER,400 FAIRVIEW HEIGHTS ROAD,SUMMERSVILLE,WV,26651,NICHOLAS,USA,(304) 872-2891,Critical Access Hospitals,Government - Local,TRUE,FALSE,511322
1610,FILLMORE COMMUNITY HOSPITAL,674 SOUTH HIGHWAY 99,FILLMORE,UT,84631,MILLARD,USA,(435) 743-5591,Critical Access Hospitals,Voluntary non-profit - Private,FALSE,TRUE,461301
1611,HARMON MEMORIAL HOSPITAL,400 EAST CHESTNUT STREET,HOLLIS,OK,73550,HARMON,USA,(580) 688-3363,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,371338
1612,BHC WEST HILLS HOSPITAL,1240 E NINTH ST,RENO,NV,89512,WASHOE,USA,(775) 323-0478,Psychiatric,Proprietary,FALSE,FALSE,294003
1613,ST FRANCIS HOSPITAL,7TH AND CLAYTON STS,WILMINGTON,DE,19805,NEW CASTLE,USA,(302) 421-4100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,80003
1614,NORTHERN LIGHT BLUE HILL MEMORIAL HOSPITAL,57 WATER STREET,BLUE HILL,ME,4614,HANCOCK,USA,(207) 374-2836,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,201300
1615,FRANKLIN COUNTY MEMORIAL HOSPITAL,1406 Q ST,FRANKLIN,NE,68939,FRANKLIN,USA,(308) 425-6221,Critical Access Hospitals,Government - Local,TRUE,TRUE,281311
1616,SPECTRUM HEALTH PENNOCK,1009 W GREEN ST,HASTINGS,MI,49058,BARRY,USA,(269) 945-3451,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,FALSE,231339
1617,SAMARITAN HOSPITAL-ST MARY'S CAMPUS,1300 MASSACHUSETTS AVENUE,TROY,NY,12180,RENSSELAER,USA,(518) 268-5000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,330232
1618,MARIAN CENTER,451 EAST BISHOP FEDERAL LANE,SALT LAKE CITY,UT,84115,SALT LAKE,USA,(801) 468-6856,Psychiatric,Proprietary,FALSE,FALSE,464012
1619,MUSC HEALTH CHESTER MEDICAL CENTER,1 MEDICAL PARK DRIVE,CHESTER,SC,29706,CHESTER,USA,(803) 581-3151,Acute Care Hospitals,Proprietary,TRUE,TRUE,420019
1620,MARTIN COUNTY HOSPITAL DISTRICT,600 E INTERSTATE 20     PO BOX 640,STANTON,TX,79782,MARTIN,USA,(432) 756-3345,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,451333
1621,TRI COUNTY HOSPITAL,415 JEFFERSON STREET NORTH,WADENA,MN,56482,WADENA,USA,(218) 631-3510,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,FALSE,241354
1622,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,3333 BURNET AVENUE,CINCINNATI,OH,45229,HAMILTON,USA,(513) 636-3333,Childrens,Voluntary non-profit - Private,TRUE,FALSE,363300
1623,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,USA,(518) 243-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,330153
1624,ASPIRUS KEWEENAW HOSPITAL,205 OSCEOLA,LAURIUM,MI,49913,HOUGHTON,USA,(906) 337-6500,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,231319
1625,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,AL,36340,GENEVA,USA,(334) 684-3655,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,FALSE,10062
1626,MARION GENERAL HOSPITAL,1000 MCKINLEY PARK DRIVE,MARION,OH,43302,MARION,USA,(740) 383-8400,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,360011
1627,OHIO HOSPITAL FOR PSYCHIATRY,880 GREENLAWN AVENUE,COLUMBUS,OH,43223,FRANKLIN,USA,(614) 449-9664,Psychiatric,Proprietary,FALSE,FALSE,364041
1628,HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,PHILADELPHIA,PA,19102,PHILADELPHIA,USA,(215) 762-7000,Acute Care Hospitals,Proprietary,TRUE,TRUE,390290
1629,ROCKLAND CHILDREN'S PSYCHIATRIC CENTER,2 FIRST AVE,ORANGEBURG,NY,10962,ROCKLAND,USA,(845) 680-8004,Psychiatric,Government - State,FALSE,FALSE,334066
1630,ATOKA COUNTY MEDICAL CENTER,1590 WEST LIBERTY ROAD,ATOKA,OK,74525,ATOKA,USA,(580) 889-3333,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,371300
1631,WEISER MEMORIAL HOSPITAL,645 EAST 5TH STREET,WEISER,ID,83672,WASHINGTON,USA,(208) 549-0370,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,131307
1632,BYRD REGIONAL HOSPITAL,1020 FERTITTA BLVD,LEESVILLE,LA,71446,VERNON,USA,(337) 239-9041,Acute Care Hospitals,Proprietary,TRUE,TRUE,190164
1633,SHRINERS HOSPITAL FOR CHILDREN-PORTLAND,3101 SW SAM JACKSON PARK ROAD,PORTLAND,OR,97239,MULTNOMAH,USA,(971) 544-3312,Childrens,Voluntary non-profit - Private,FALSE,FALSE,383300
1634,GARRISON MEMORIAL HOSPITAL,407 3RD AVE SE,GARRISON,ND,58540,MCLEAN,USA,(701) 463-2275,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,351303
1635,TROY COMMUNITY HOSPITAL,275 GUTHRIE DRIVE,TROY,PA,16947,BRADFORD,USA,(570) 297-2121,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,391305
1636,WOODHULL MEDICAL & MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,KINGS,USA,(718) 963-8100,Acute Care Hospitals,Government - Local,TRUE,TRUE,330396
1637,Blanchfield ACH (FT Campbell),650 Joel Drive,Fort Campbell,KY,42223,CHRISTIAN,USA,(270) 798-8400,Acute Care - Department of Defense,Department of Defense,TRUE,FALSE,18003F
1638,IU HEALTH JAY,500 W VOTAW ST,PORTLAND,IN,47371,JAY,USA,(260) 726-7131,Critical Access Hospitals,Government - Local,TRUE,TRUE,151320
1639,ROCKEFELLER UNIVERSITY HOSPITAL,1230 YORK AVENUE,NEW YORK,NY,10021,NEW YORK,USA,(212) 570-8000,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,FALSE,330387
1640,NORTHERN NEVADA MEDICAL CENTER,2375 E PRATER WAY,SPARKS,NV,89434,WASHOE,USA,(775) 331-7000,Acute Care Hospitals,Proprietary,TRUE,TRUE,290032
1641,BAYPOINTE BEHAVIORAL HEALTH,5800 SOUTHLAND DRIVE,MOBILE,AL,36693,MOBILE,USA,(251) 662-7998,Psychiatric,Voluntary non-profit - Other,FALSE,FALSE,14014
1642,ST JOSEPH'S HOSPITAL,12866 TROXLER AVENUE,HIGHLAND,IL,62249,MADISON,USA,(618) 651-2600,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,141336
1643,UPMC ST MARGARET,815 FREEPORT ROAD,PITTSBURGH,PA,15215,ALLEGHENY,USA,(412) 784-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,390102
1644,"COMMUNITY MEMORIAL HOSPITAL, INC",150 BROAD STREET,HAMILTON,NY,13346,MADISON,USA,(315) 824-1100,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,331316
1645,BAPTIST MEDICAL CENTER - NASSAU,1250 S 18TH ST,FERNANDINA BEACH,FL,32034,NASSAU,USA,(904) 321-3500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,100140
1646,CORNING HOSPITAL,1 GUTHRIE DRIVE,CORNING,NY,14830,STEUBEN,USA,(607) 937-7200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,330277
1647,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,LOS ANGELES,USA,(626) 814-2468,Acute Care Hospitals,Proprietary,TRUE,FALSE,50382
1648,ST MARY'S HEALTHCARE,427 GUY PARK AVENUE,AMSTERDAM,NY,12010,MONTGOMERY,USA,(518) 841-7101,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,330047
1649,UPMC BEDFORD MEMORIAL,10455 LINCOLN HIGHWAY,EVERETT,PA,15537,BEDFORD,USA,(814) 623-6161,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,390117
1650,ST LUKES HOSPITAL,915 EAST 1ST STREET,DULUTH,MN,55805,ST. LOUIS,USA,(218) 249-5555,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,240047
1651,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,923 EAST CENTRAL AVENUE,LA FOLLETTE,TN,37766,CAMPBELL,USA,(423) 907-1200,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,440033
1652,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,USA,(516) 562-0100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,330106
1653,SANFORD BEMIDJI MEDICAL CENTER,1300 ANNE ST NW,BEMIDJI,MN,56601,BELTRAMI,USA,(218) 751-5430,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,240100
1654,MARY BRECKINRIDGE ARH HOSPITAL,130 KATE IRELAND DRIVE,HYDEN,KY,41749,LESLIE,USA,(606) 672-2901,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,181316
1655,ST BERNARDS MEDICAL CENTER,225 E JACKSON,JONESBORO,AR,72401,CRAIGHEAD,USA,(870) 972-4100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,40020
1656,ASCENSION SACRED HEART PENSACOLA,5151 N 9TH AVE,PENSACOLA,FL,32504,ESCAMBIA,USA,(850) 416-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,100025
1657,UNITY MEDICAL CENTER,481 INTERSTATE DRIVE,MANCHESTER,TN,37355,COFFEE,USA,(931) 728-6354,Acute Care Hospitals,Physician,TRUE,TRUE,440007
1658,LAFAYETTE REGIONAL HEALTH CENTER,1500 STATE STREET,LEXINGTON,MO,64067,LAFAYETTE,USA,(660) 259-2203,Critical Access Hospitals,Proprietary,TRUE,FALSE,261320
1659,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,USA,(626) 573-2222,Acute Care Hospitals,Proprietary,TRUE,TRUE,50737
1660,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,USA,(650) 723-5708,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,50441
